id,dificultad,tema,enunciado,input_desc,output_desc,restricciones,ejemplo_entrada,ejemplo_salida,codigo,explicacion,tiempo,memoria
ex_0052,facil,math,"Dado un entero no negativo x, regresa la raíz cuadrada entera de x redondeada hacia abajo. No se permite usar funciones de potencia ni exponentes.",x: entero no negativo,Entero: raíz cuadrada entera de x,0 <= x <= 2^31 - 1No usar pow ni operadores de exponente,x = 8,2,def mySqrt(x):    if x < 2:        return x    left = 1    right = x // 2    while left <= right:        mid = (left + right) // 2        val = mid * mid        if val == x:            return mid        if val < x:            left = mid + 1        else:            right = mid - 1    return right,"Se utiliza búsqueda binaria para encontrar el mayor entero cuyo cuadrado sea menor o igual a x. El espacio de búsqueda va de 1 a x/2. Al finalizar, right contiene el valor correcto.",O(log x),O(1)
ex_0053,facil,linked_list,"Dada la cabeza de una lista enlazada ordenada, elimina todos los nodos duplicados de modo que cada valor aparezca solo una vez. Regresa la lista enlazada resultante, también ordenada.",head: cabeza de una lista enlazada ordenada,head de la lista enlazada sin duplicados,0 <= número de nodos <= 300-100 <= Node.val <= 100La lista está ordenada de forma ascendente,"head = [1,1,2,3,3]","[1,2,3]",def deleteDuplicates(head):    curr = head    while curr and curr.next:        if curr.val == curr.next.val:            curr.next = curr.next.next        else:            curr = curr.next    return head,"Se recorre la lista una sola vez. Si el valor del nodo actual es igual al siguiente, se salta el siguiente nodo. Si son distintos, se avanza normalmente.",O(n),O(1)
ex_0054,facil,arrays,"Se te dan dos arreglos nums1 y nums2 ordenados en orden no decreciente, y dos enteros m y n que representan cuántos elementos válidos hay en nums1 y nums2. Debes mezclar nums2 dentro de nums1 para que nums1 quede ordenado. No debes regresar el arreglo: el resultado debe quedar almacenado dentro de nums1 (que ya tiene espacio extra al final).","nums1: arreglo de longitud m+n, con primeros m elementos válidos y el resto relleno (0)m: cantidad de elementos válidos en nums1nums2: arreglo de longitud nn: cantidad de elementos en nums2",No retorna nada; nums1 queda modificado en-place con el merge ordenado,"nums1.length == m + nnums2.length == n0 <= m, n <= 2001 <= m + n <= 200-10^9 <= nums1[i], nums2[j] <= 10^9","nums1 = [1,2,3,0,0,0], m = 3nums2 = [2,5,6], n = 3","[1,2,2,3,5,6]","def merge(nums1, m, nums2, n):    i = m - 1    j = n - 1    k = m + n - 1    while j >= 0:        if i >= 0 and nums1[i] > nums2[j]:            nums1[k] = nums1[i]            i -= 1        else:            nums1[k] = nums2[j]            j -= 1        k -= 1",Se hace el merge desde el final para no sobreescribir elementos útiles en nums1. Se comparan los elementos más grandes restantes de ambos arreglos y se coloca el mayor en la posición k. Se continúa hasta insertar todos los elementos de nums2.,O(m + n),O(1)
ex_0055,facil,binary_tree,"Dada la raíz de un árbol binario, regresa el recorrido inorder de los valores de sus nodos.",root: raíz del árbol binario,Lista de enteros con el recorrido inorder,0 <= número de nodos <= 100-100 <= Node.val <= 100,"root = [1,null,2,3]","[1,3,2]",def inorderTraversal(root):    res = []    stack = []    curr = root    while curr or stack:        while curr:            stack.append(curr)            curr = curr.left        curr = stack.pop()        res.append(curr.val)        curr = curr.right    return res,"Se usa una pila para simular la recursión. Se avanza siempre hacia la izquierda guardando nodos en la pila. Cuando ya no hay más izquierda, se procesa el nodo y se continúa con su hijo derecho.",O(n),O(n)
ex_0056,facil,binary_tree,"Dadas las raíces de dos árboles binarios p y q, determina si ambos árboles son iguales. Dos árboles son iguales si son estructuralmente idénticos y todos sus nodos tienen el mismo valor.",p: raíz del primer árbol binarioq: raíz del segundo árbol binario,"Boolean: true si los árboles son iguales, false en caso contrario",0 <= número de nodos en cada árbol <= 100-10^4 <= Node.val <= 10^4,"p = [1,2,3]q = [1,2,3]",TRUE,"def isSameTree(p, q):    if not p and not q:        return True    if not p or not q:        return False    if p.val != q.val:        return False    return isSameTree(p.left, q.left) and isSameTree(p.right, q.right)","Se comparan ambos árboles de forma recursiva. Si ambos nodos son nulos, se consideran iguales. Si solo uno es nulo o los valores difieren, se regresa falso. En otro caso, se comparan los subárboles izquierdo y derecho.",O(n),O(h)
ex_0057,facil,binary_tree,"Dada la raíz de un árbol binario, determina si el árbol es simétrico respecto a su centro (espejo de sí mismo).",root: raíz del árbol binario,"Boolean: true si es simétrico, false si no",1 <= número de nodos <= 1000-100 <= Node.val <= 100,"root = [1,2,2,3,4,4,3]",TRUE,"def isSymmetric(root):    def mirror(a, b):        if not a and not b:            return True        if not a or not b:            return False        if a.val != b.val:            return False        return mirror(a.left, b.right) and mirror(a.right, b.left)    return mirror(root.left, root.right)",Se compara recursivamente el subárbol izquierdo con el derecho en forma de espejo. Los valores deben coincidir y sus hijos deben ser reflejos entre sí.,O(n),O(h)
ex_0058,facil,arrays,"Dado un entero n y una lista de ventas diarias, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","7
-3 -3 -6 -7 7 -8 8",15,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0059,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"5
-47 -39 -23 -21 14",14,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0060,facil,arrays,"Dado un entero n y una lista de mediciones, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","6
10 7 3 -3 4 8",32,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0061,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,reconocer,SI,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0062,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,academia,5,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0063,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"7
-15 -31 -23 47 -7 -37 -39",47,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0064,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"5
-5 -6 27 -17 -45",27,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0065,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"9
-35 -2 -40 20 -13 30 29 -4 23",30,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0066,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,academia,5,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0067,facil,arrays,"Dado un entero n y una lista de ventas diarias, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","6
-1 -8 -3 -7 2 -2",2,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0068,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"10
-4 -30 -3 -5 -24 35 -16 39 37 32",39,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0069,facil,arrays,"Dado un entero n y una lista de mediciones, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","6
7 -3 -5 4 2 -2",13,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0070,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,academia,5,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0071,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,reconocer,SI,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0072,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,programacion,5,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0073,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,python,NO,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0074,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,reconocer,SI,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0075,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,datos,2,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0076,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,nivel,NO,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0077,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"8
32 8 -32 -17 -33 -19 45 21",45,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0078,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,casa,NO,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0079,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"9
1 -4 -22 -33 15 13 -39 46 -44",46,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0080,facil,arrays,"Dado un entero n y una lista de temperaturas, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","6
3 9 -8 2 2 9",25,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0081,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"9
-18 20 -49 37 42 -36 37 18 46",46,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0082,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,radar,SI,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0083,facil,arrays,"Dado un entero n y una lista de puntos, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","8
-5 4 -10 -2 6 -5 6 -7",16,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0084,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,casa,NO,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0085,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,computadora,5,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0086,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,nivel,NO,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0087,facil,arrays,"Dado un entero n y una lista de mediciones, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","7
5 -10 -7 1 -1 -3 -9",6,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0088,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,datos,2,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0089,facil,arrays,"Dado un entero n y una lista de ventas diarias, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","8
-8 7 -6 -6 5 7 -5 -2",19,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0090,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"6
19 46 43 38 -25 41",46,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0091,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,python,NO,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0092,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,python,NO,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0093,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"5
-19 -22 -42 -7 -48",-7,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0094,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,datos,2,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0095,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,programacion,5,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0096,facil,arrays,"Dado un entero n y una lista de ventas diarias, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","6
-8 -9 0 -8 6 -3",6,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0097,facil,strings,Determina si una cadena es un palíndromo exacto.,Una línea con una cadena sin espacios.,"Imprime SI si es palíndromo, en caso contrario NO.",1 <= longitud <= 100000,python,NO,"s = input().strip()
print(""SI"" if s == s[::-1] else ""NO"")
",Se compara la cadena con su reverso.,O(n),O(1)
ex_0098,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,datos,2,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0099,facil,strings,Cuenta cuántas vocales hay en una cadena.,Una línea con una cadena de texto.,El número total de vocales.,1 <= longitud <= 100000,academia,5,"s = input().strip()
print(sum(1 for c in s if c in ""aeiouáéíóúAEIOUÁÉÍÓÚ""))
",Se recorre la cadena y se cuentan los caracteres que son vocal.,O(n),O(1)
ex_0100,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"6
50 10 2 -26 -38 -38",50,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0101,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"7
4 2 9 43 -44 36 33",43,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0102,facil,arrays,"Dado un entero n y una lista de ventas diarias, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","8
0 -7 -3 -4 -4 7 4 -6",11,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0103,facil,arrays,Encuentra el valor máximo de una lista de enteros.,Un entero n seguido de n enteros.,El valor máximo.,1 <= n <= 200000,"6
-15 9 -19 -41 6 20",20,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(max(nums))
",Se recorre la lista y se mantiene el máximo encontrado.,O(n),O(1)
ex_0104,facil,arrays,"Dado un entero n y una lista de ventas diarias, imprime la suma de los valores positivos.",Un entero n seguido de n enteros.,La suma de los valores positivos.,"1 <= n <= 100000
Los valores pueden ser negativos.","5
-8 -3 -5 3 5",8,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
print(sum(x for x in nums if x > 0))
",Se recorre la lista y se acumulan solo los valores mayores que cero.,O(n),O(1)
ex_0105,intermedio,sorting,"Dado un conjunto de intervalos, combina los que se traslapan.",Un entero n y luego n líneas con intervalos [inicio fin].,Primero el número de intervalos resultantes y luego cada intervalo.,"1 <= n <= 200000
1 <= inicio <= fin <= 10^9","4
1 3
2 6
8 10
15 18","3
1 6
8 10
15 18","import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
vals = data[1:]
intervals = [(vals[i], vals[i+1]) for i in range(0, 2*n, 2)]
intervals.sort()
merged = []
for a, b in intervals:
    if not merged or a > merged[-1][1]:
        merged.append([a, b])
    else:
        merged[-1][1] = max(merged[-1][1], b)
print(len(merged))
for a, b in merged:
    print(a, b)
",Se ordenan los intervalos y se fusionan de izquierda a derecha.,O(n log n),O(n)
ex_0106,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,abcabcbb,3,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0107,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","5
7 1 7 5 8
12",2 3,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0108,intermedio,sorting,"Dado un conjunto de intervalos, combina los que se traslapan.",Un entero n y luego n líneas con intervalos [inicio fin].,Primero el número de intervalos resultantes y luego cada intervalo.,"1 <= n <= 200000
1 <= inicio <= fin <= 10^9","4
1 3
2 6
8 10
15 18","3
1 6
8 10
15 18","import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
vals = data[1:]
intervals = [(vals[i], vals[i+1]) for i in range(0, 2*n, 2)]
intervals.sort()
merged = []
for a, b in intervals:
    if not merged or a > merged[-1][1]:
        merged.append([a, b])
    else:
        merged[-1][1] = max(merged[-1][1], b)
print(len(merged))
for a, b in merged:
    print(a, b)
",Se ordenan los intervalos y se fusionan de izquierda a derecha.,O(n log n),O(n)
ex_0109,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,bbbca,3,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0110,intermedio,stack,Verifica si una cadena de paréntesis y llaves está balanceada.,Una cadena con caracteres ()[]{}.,"SI si está balanceada, de lo contrario NO.",1 <= longitud <= 200000,([{}]),SI,"s = input().strip()
pairs = {')': '(', ']': '[', '}': '{'}
stack = []
for ch in s:
    if ch in ""([{"":
        stack.append(ch)
    elif ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
            print(""NO"")
            break
        stack.pop()
else:
    print(""SI"" if not stack else ""NO"")
",Se usa una pila para validar el cierre correcto de símbolos.,O(n),O(n)
ex_0111,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","7
9 1 6 1 1 8 9
10",6 4,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0112,intermedio,sliding_window,Calcula la longitud de la subcadena sin caracteres repetidos más larga.,Una cadena s.,La longitud máxima.,1 <= longitud <= 200000,abcaefg,6,"s = input().strip()
last = {}
left = 0
best = 0
for right, ch in enumerate(s):
    if ch in last and last[ch] >= left:
        left = last[ch] + 1
    last[ch] = right
    best = max(best, right - left + 1)
print(best)
",Ventana deslizante que se ajusta cuando se repite un caracter.,O(n),O(n)
ex_0113,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","5
2 2 4 7 2
4",4 1,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
ex_0114,intermedio,hash_map,"Dado un arreglo y un objetivo, encuentra dos índices con suma igual al objetivo.","Un entero n, luego n enteros, y finalmente el objetivo.",Dos índices (0-based) separados por espacio.,"2 <= n <= 200000
Existe exactamente una solución.","7
2 7 9 6 5 4 6
16",1 2,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
n = data[0]
nums = data[1:1+n]
target = data[1+n]
seen = {}
for idx, x in enumerate(nums):
    need = target - x
    if need in seen:
        print(seen[need], idx)
        break
    seen[x] = idx
",Se usa un mapa para verificar en O(1) si el complemento ya apareció.,O(n),O(n)
